Ident,Type,Origin,Origin Name,Origin City,Destination,Destination Name,Destination City,Departure Time,Arrival Time,Enroute
UPS797,A306,KELP,El Paso Intl,"El Paso, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 19:40:00,2017-02-08 20:15:00,0:35
AAL2568,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 19:44:00,2017-02-08 20:13:00,1:29
ASH6326,E170,KIAH,Houston Bush Int'ctl,"Houston, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 19:53:00,2017-02-08 20:41:00,1:48
SWA1595,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-08 19:54:00,2017-02-08 20:46:00,0:52
FDX1334,DC10,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KMEM,Memphis Intl,"Memphis, TN",2017-02-08 19:59:00,2017-02-08 22:52:00,1:53
BLK2,PC12,KGUP,Gallup Muni,"Gallup, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 20:03:00,2017-02-08 20:28:00,0:25
SWA1717,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-08 20:03:00,2017-02-08 20:18:00,1:15
ASH5905,CRJ9,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 20:08:00,2017-02-08 20:55:00,0:47
BLK16,BE9L,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KRQE,Window Rock,"Window Rock, AZ",2017-02-08 20:25:00,2017-02-08 21:10:00,0:45
SWA142,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDAL,Dallas Love Fld,"Dallas, TX",2017-02-08 20:26:00,2017-02-08 22:36:00,1:10
SWA853,B733,KDAL,Dallas Love Fld,"Dallas, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 20:32:00,2017-02-08 21:02:00,1:30
N287LS,BE40,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSTP,St Paul Holman Fld,"St Paul, MN",2017-02-08 20:49:00,2017-02-09 00:01:00,2:12
UPS887,B763,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KONT,Ontario Intl,"Ontario, CA",2017-02-08 20:58:00,2017-02-08 21:21:00,1:23
UPS797,A306,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSDF,Muhammad Ali Intl,"Louisville, KY",2017-02-08 21:03:00,2017-02-09 01:23:00,2:20
BLK21,BE9L,KFMN,Four Corners Rgnl,"Farmington, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 21:17:00,2017-02-08 21:52:00,0:35
SWA2949,B737,KLAS,Harry Reid Intl,"Las Vegas, NV",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 21:26:00,2017-02-08 23:27:00,1:01
BLK20,CL60,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KVNY,Van Nuys,"Van Nuys, CA",2017-02-08 21:40:00,2017-02-08 22:22:00,1:42
BTQ615,PC12,KSVC,Grant County,"Silver City, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 21:41:00,2017-02-08 22:22:00,0:41
N769BJ,B350,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSDL,Scottsdale,"Scottsdale, AZ",2017-02-08 21:43:00,2017-02-08 23:00:00,1:17
SKW5521,CRJ7,KIAH,Houston Bush Int'ctl,"Houston, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 21:46:00,2017-02-08 22:36:00,1:50
SWA4795,B737,KHOU,William P Hobby,"Houston, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 21:51:00,2017-02-08 22:41:00,1:50
DAL1724,B712,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 22:07:00,2017-02-08 23:09:00,1:02
SWA451,B737,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 22:09:00,2017-02-08 22:58:00,0:48
SWA8543,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-08 22:34:00,2017-02-08 23:27:00,0:52
BLK2,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KGUP,Gallup Muni,"Gallup, NM",2017-02-08 22:37:00,2017-02-08 23:09:00,0:32
ASH5911,CRJ9,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 22:53:00,2017-02-08 23:39:00,0:46
BLK5,BE9L,KRQE,Window Rock,"Window Rock, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 23:00:00,2017-02-08 23:27:00,0:26
CPZ6014,E75L,KLAX,Los Angeles Intl,"Los Angeles, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 23:28:00,2017-02-09 01:51:00,1:22
BLK21,BE9L,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KGUP,Gallup Muni,"Gallup, NM",2017-02-08 23:35:00,2017-02-09 00:08:00,0:33
SWA2954,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-08 23:51:00,2017-02-09 00:33:00,0:42
BLK4,BE9L,0E+00,Crownpoint,"Crownpoint, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 02:45:00,2017-02-09 03:08:00,0:23
UPS894,B763,KSDF,Muhammad Ali Intl,"Louisville, KY",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 04:05:00,2017-02-09 04:50:00,2:45
FDX1583,A306,KMEM,Memphis Intl,"Memphis, TN",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 04:30:00,2017-02-09 05:52:00,2:22
UPS850,B763,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 05:13:00,2017-02-09 05:55:00,0:41
UPS894,B763,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-09 05:58:00,2017-02-09 06:50:00,0:52
BTQ612,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSVC,Grant County,"Silver City, NM",2017-02-09 06:01:00,2017-02-09 06:47:00,0:46
SKW5348,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-09 06:07:00,2017-02-09 07:25:00,2:18
DAL2123,B712,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-09 06:08:00,2017-02-09 07:28:00,1:20
SWA203,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDAL,Dallas Love Fld,"Dallas, TX",2017-02-09 06:12:00,2017-02-09 08:31:00,1:19
DAL1995,MD90,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",2017-02-09 06:28:00,2017-02-09 11:02:00,2:34
ASH5930,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-09 06:30:00,2017-02-09 07:31:00,1:01
SWA1118,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 06:36:00,2017-02-09 07:20:00,0:44
BTQ611,PC12,KSVC,Grant County,"Silver City, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 06:40:00,2017-02-09 07:26:00,0:46
SWA1111,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-09 06:46:00,2017-02-09 07:42:00,0:56
SWA103,B737,KDAL,Dallas Love Fld,"Dallas, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 06:48:00,2017-02-09 07:16:00,1:27
ASH5976,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-09 06:55:00,2017-02-09 09:11:00,1:16
N207EA,EA50,KVNY,Van Nuys,"Van Nuys, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 06:59:00,2017-02-09 09:45:00,1:46
SWA1561,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-09 07:03:00,2017-02-09 07:59:00,0:56
SWA718,B733,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KHOU,William P Hobby,"Houston, TX",2017-02-09 07:04:00,2017-02-09 09:46:00,1:42
N29AN,C208,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLRU,Las Cruces Intl,"Las Cruces, NM",2017-02-09 07:05:00,2017-02-09 08:07:00,1:02
SWA192,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KOAK,Metro Oakland Intl,"Oakland, CA",2017-02-09 07:07:00,2017-02-09 08:24:00,2:17
AAY470,MD80,KLAS,Harry Reid Intl,"Las Vegas, NV",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 07:09:00,2017-02-09 09:14:00,1:05
CFS786,C208,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KFMN,Four Corners Rgnl,"Farmington, NM",2017-02-09 07:09:00,2017-02-09 08:15:00,1:06
FDX629,A306,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLBB,Lubbock Smith Intl,"Lubbock, TX",2017-02-09 07:10:00,2017-02-09 08:48:00,0:38
N920RC,C404,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 07:13:00,2017-02-09 19:04:00,11:51
CTA141,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 07:16:00,2017-02-09 09:39:00,2:23
ASH5738,CRJ9,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 07:16:00,2017-02-09 07:43:00,1:26
N108AN,C208,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 34.45140 -103.20000,"Clovis, NM","Clovis, NM",2017-02-09 07:19:00,,n/a
AMF1254,PA31,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSVC,Grant County,"Silver City, NM",2017-02-09 07:22:00,2017-02-09 08:16:00,0:54
AMF1296,BE99,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KROW,Roswell Air Center,"Roswell, NM",2017-02-09 07:22:00,2017-02-09 08:20:00,0:58
N223BH,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 32.94250 -107.74200,"Silver City, NM","Silver City, NM",2017-02-09 07:22:00,,n/a
N388AV,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KHOB,Lea County Rgnl,"Hobbs, NM",2017-02-09 07:24:00,2017-02-09 08:29:00,1:04
N165SA,C404,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 35.12630 -107.36500,"Grants, NM","Grants, NM",2017-02-09 07:24:00,,n/a
AMF1882,BE99,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KHOB,Lea County Rgnl,"Hobbs, NM",2017-02-09 07:24:00,2017-02-09 08:28:00,1:04
CTA102,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 35.10750 -106.30000,"Albuquerque, NM","Albuquerque, NM",2017-02-09 07:25:00,,n/a
CFS791,C208,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KFMN,Four Corners Rgnl,"Farmington, NM",2017-02-09 07:28:00,2017-02-09 08:26:00,0:58
N5336K,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 35.01190 -106.64200,"Albuquerque, NM","Albuquerque, NM",2017-02-09 07:28:00,,n/a
AMF1268,BE99,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KCNM,Cavern City Air Trml,"Carlsbad, NM",2017-02-09 07:29:00,2017-02-09 08:32:00,1:03
N174AV,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 35.01077 -106.64460,"Albuquerque, NM","Albuquerque, NM",2017-02-09 07:30:00,2017-02-09 19:21:00,11:51
UAL382,A319,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-09 07:31:00,2017-02-09 08:29:00,0:58
UPS2871,B763,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSDF,Muhammad Ali Intl,"Louisville, KY",2017-02-09 07:33:00,2017-02-09 11:51:00,2:18
SWA3333,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KONT,Ontario Intl,"Ontario, CA",2017-02-09 07:33:00,2017-02-09 09:04:00,2:31
SWA3333,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAX,Los Angeles Intl,"Los Angeles, CA",2017-02-09 07:33:00,2017-02-09 10:50:00,4:17
N735VC,C182,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 07:41:00,2017-02-09 14:08:00,6:27
BLK3,BE9L,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KCNM,Cavern City Air Trml,"Carlsbad, NM",2017-02-09 07:44:00,2017-02-09 08:37:00,0:53
N6368P,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 35.30140 -107.11100,"Albuquerque, NM","Albuquerque, NM",2017-02-09 07:45:00,,n/a
CFS774,C208,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDRO,Durango-La Plata County,"Durango, CO",2017-02-09 07:49:00,2017-02-09 08:49:00,1:00
N5157Z,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KIWA,Phoenix-Mesa Gateway,"Phoenix, AZ",2017-02-09 07:53:00,2017-02-09 13:36:00,5:43
N9740G,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KIWA,Phoenix-Mesa Gateway,"Phoenix, AZ",2017-02-09 07:59:00,2017-02-09 10:21:00,2:22
BTQ654,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KCNM,Cavern City Air Trml,"Carlsbad, NM",2017-02-09 08:04:00,2017-02-09 08:56:00,0:52
BTQ554,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-09 08:04:00,2017-02-09 12:14:00,3:09
LOF4780,E145,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 08:05:00,2017-02-09 08:58:00,0:53
AAL1282,B738,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-09 08:06:00,2017-02-09 10:21:00,1:15
SWA1894,B738,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KBWI,Baltimore/Washington Intl,"Baltimore, MD",2017-02-09 08:14:00,2017-02-09 13:38:00,3:24
ASH6225,E170,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KIAH,Houston Bush Int'ctl,"Houston, TX",2017-02-09 08:18:00,2017-02-09 10:54:00,1:36
N700DQ,TBM7,KSLB,Storm Lake Muni,"Storm Lake, IA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 08:24:00,2017-02-09 10:29:00,3:05
N2451Y,T206,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 08:25:00,2017-02-09 10:17:00,1:51
SWA103,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KMDW,Chicago Midway Intl,"Chicago, IL",2017-02-09 08:27:00,2017-02-09 12:03:00,2:36
SWA554,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSAN,San Diego Intl,"San Diego, CA",2017-02-09 08:28:00,2017-02-09 08:58:00,1:30
AMF1351,PA31,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 08:31:00,2017-02-09 10:13:00,1:42
EJA312,E55P,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KELP,El Paso Intl,"El Paso, TX",2017-02-09 08:34:00,2017-02-09 09:15:00,0:41
SWA416,B737,KLAX,Los Angeles Intl,"Los Angeles, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 08:47:00,2017-02-09 11:15:00,1:27
SWA1730,B737,KOAK,Metro Oakland Intl,"Oakland, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 08:47:00,2017-02-09 11:34:00,1:47
SWA1123,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 08:52:00,2017-02-09 09:37:00,0:45
ASH5956,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-09 08:53:00,2017-02-09 09:51:00,0:58
N301TA,PAY1,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 35.00580 -106.57100,"Albuquerque, NM","Albuquerque, NM",2017-02-09 08:56:00,,n/a
SWA1838,B737,KMDW,Chicago Midway Intl,"Chicago, IL",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 08:57:00,2017-02-09 10:36:00,2:38
AMF1296,,KROW,Roswell Air Center,"Roswell, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 08:57:00,2017-02-09 10:19:00,1:21
CPZ6064,E75L,KLAX,Los Angeles Intl,"Los Angeles, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 08:58:00,2017-02-09 11:25:00,1:27
GJS4525,CRJ7,KORD,Chicago O'Hare Intl,"Chicago, IL",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 09:05:00,2017-02-09 10:47:00,2:42
SWA1675,B733,KHOU,William P Hobby,"Houston, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 09:09:00,2017-02-09 10:06:00,1:56
N80866,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 35.01194 -106.64194,"Albuquerque, NM","Albuquerque, NM",2017-02-09 09:13:00,2017-02-09 15:49:00,6:36
ASQ4452,E135,KIAH,Houston Bush Int'ctl,"Houston, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 09:16:00,2017-02-09 10:09:00,1:53
SWA1390,B733,KLAS,Harry Reid Intl,"Las Vegas, NV",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 09:27:00,2017-02-09 11:32:00,1:05
AAL2214,MD80,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 09:33:00,2017-02-09 09:59:00,1:26
DJR1,C56X,KTRM,Jacqueline Cochran Rgnl,"Thermal, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 09:39:00,2017-02-09 11:52:00,1:12
SWA6,B737,KDAL,Dallas Love Fld,"Dallas, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 09:39:00,2017-02-09 10:08:00,1:29
N21H,C560,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSMO,Santa Monica Muni,"Santa Monica, CA",2017-02-09 09:42:00,2017-02-09 10:33:00,1:50
SKW4462,CRJ  ,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 09:56:00,2017-02-09 11:11:00,1:15
N73938,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 09:57:00,2017-02-09 10:51:00,0:54
MNU700,CRJ7,KIFP,Laughlin/Bullhead Intl,"Bullhead City, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 09:58:00,2017-02-09 11:07:00,1:08
AAY492,MD80,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KAUS,Austin-Bergstrom Intl,"Austin, TX",2017-02-09 10:02:00,2017-02-09 12:23:00,1:21
LOF4799,E145,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-09 10:03:00,2017-02-09 11:03:00,1:00
N340EM,C340,KGJT,Grand Junction Rgnl,"Grand Junction, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 10:05:00,2017-02-09 11:24:00,1:19
N6823D,C340,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLBB,Lubbock Smith Intl,"Lubbock, TX",2017-02-09 10:11:00,2017-02-09 12:29:00,1:18
SWA1703,B737,KSAN,San Diego Intl,"San Diego, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 10:13:00,2017-02-09 12:33:00,1:20
ASH5937,CRJ9,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 10:15:00,2017-02-09 11:00:00,0:45
N623D,P46T,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 10:15:00,2017-02-09 11:58:00,1:43
SWA198,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-09 10:27:00,2017-02-09 11:24:00,0:57
BLK22,C550,KCNM,Cavern City Air Trml,"Carlsbad, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 10:28:00,2017-02-09 11:17:00,0:48
CTA102,,L 35.06500 -105.97917,"Santa Fe, NM","Santa Fe, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 10:32:00,,n/a
N72TF,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 34.47330 -106.75900,"Belen, NM","Belen, NM",2017-02-09 10:32:00,,n/a
N775DM,BE9L,L 35.00887 -106.63628,"Albuquerque, NM","Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 10:38:00,2017-02-09 11:46:00,1:08
ENY3513,CRJ7,KORD,Chicago O'Hare Intl,"Chicago, IL",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 10:43:00,2017-02-09 12:17:00,2:34
N27052,EA50,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 10:49:00,2017-02-09 12:24:00,1:35
SWA1675,B733,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KMCI,Kansas City Intl,"Kansas City, MO",2017-02-09 10:51:00,2017-02-09 13:32:00,1:41
AAL2214,MD80,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-09 10:56:00,2017-02-09 13:12:00,1:16
ASQ3888,E135,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KIAH,Houston Bush Int'ctl,"Houston, TX",2017-02-09 10:57:00,2017-02-09 13:38:00,1:41
DAL1781,MD90,KATL,Hartsfield-Jackson Intl,"Atlanta, GA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 10:59:00,2017-02-09 12:00:00,3:01
N700DQ,TBM7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSDL,Scottsdale,"Scottsdale, AZ",2017-02-09 10:59:00,2017-02-09 12:20:00,1:21
N723ST,PC12,L 34.43611 -114.85694,"Needles, CA","Needles, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 11:02:00,2017-02-09 15:32:00,3:30
SWA6,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-09 11:02:00,2017-02-09 11:13:00,1:11
N128,,L 34.34972 -106.86111,"Belen, NM","Belen, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 11:14:00,,n/a
BLK23,LEG2,KLGB,Daugherty Field,"Long Beach, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 11:18:00,2017-02-09 13:59:00,1:41
ASH5752,CRJ9,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 11:20:00,2017-02-09 11:43:00,1:23
N750DC,M20P,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KHND,Henderson Exec,"Las Vegas, NV",2017-02-09 11:21:00,2017-02-09 13:09:00,2:48
SWA1838,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDAL,Dallas Love Fld,"Dallas, TX",2017-02-09 11:22:00,2017-02-09 13:44:00,1:22
SWA732,B737,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 11:25:00,2017-02-09 12:15:00,0:50
LOF4601,E145,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 11:26:00,2017-02-09 12:22:00,0:56
N7873N,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-09 11:32:00,2017-02-09 15:09:00,3:36
ASH5937,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-09 11:50:00,2017-02-09 14:05:00,1:15
N250GB,PA24,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",5T6,,,2017-02-09 11:56:00,2017-02-09 20:20:00,1:24
N305LG,BE20,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDMN,Deming Muni,"Deming, NM",2017-02-09 11:57:00,2017-02-09 12:40:00,0:43
GJS4524,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KORD,Chicago O'Hare Intl,"Chicago, IL",2017-02-09 12:11:00,2017-02-09 15:31:00,2:20
SWA416,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KHOU,William P Hobby,"Houston, TX",2017-02-09 12:14:00,2017-02-09 14:55:00,1:41
SKW4462,CRJ  ,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-09 12:19:00,2017-02-09 13:42:00,1:23
