Ident,Type,Origin,Origin Name,Origin City,Destination,Destination Name,Destination City,Departure Time,Arrival Time,Enroute
AAL1353,MD80,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-05 17:02:00,2017-02-05 19:17:00,1:15
SWA6654,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-05 17:15:00,2017-02-05 18:13:00,0:57
SWA6632,B737,KLAS,Harry Reid Intl,"Las Vegas, NV",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 17:16:00,2017-02-05 19:19:00,1:03
SWA2962,B738,KSAN,San Diego Intl,"San Diego, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 17:18:00,2017-02-05 19:34:00,1:16
N912NM,PC12,KFMN,Four Corners Rgnl,"Farmington, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 17:20:00,2017-02-05 18:00:00,0:40
SWA6761,B733,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-05 17:21:00,2017-02-05 17:39:00,1:18
AAY362,MD80,KLAX,Los Angeles Intl,"Los Angeles, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 17:30:00,2017-02-05 19:55:00,1:25
UPS858,B763,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-05 17:33:00,2017-02-05 18:27:00,0:54
BTQ613,PC12,KSVC,Grant County,"Silver City, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 17:40:00,2017-02-05 18:24:00,0:43
SKW4499,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-05 17:42:00,2017-02-05 19:04:00,1:22
SWA3487,B737,KLAX,Los Angeles Intl,"Los Angeles, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 17:47:00,2017-02-05 20:10:00,1:22
SWA4691,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSAN,San Diego Intl,"San Diego, CA",2017-02-05 18:01:00,2017-02-05 18:37:00,1:36
ASH5989,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-05 18:04:00,2017-02-05 20:15:00,1:11
CTA571,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-05 18:07:00,2017-02-05 19:06:00,1:59
N1414P,C258,KROW,Roswell Air Center,"Roswell, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 18:13:00,2017-02-05 18:50:00,0:37
N340EM,,L 34.78139 -106.39861,"Albuquerque, NM","Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 18:26:00,,n/a
SWA3846,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 18:46:00,2017-02-05 19:32:00,0:45
N912NM,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KFMN,Four Corners Rgnl,"Farmington, NM",2017-02-05 18:52:00,2017-02-05 19:29:00,0:37
ASH5964,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-05 19:10:00,2017-02-05 20:15:00,1:05
BLK1,BE30,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KROW,Roswell Air Center,"Roswell, NM",2017-02-05 19:13:00,2017-02-05 19:51:00,0:38
BTQ566,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KALS,San Luis Valley Rgnl,"Alamosa, CO",2017-02-05 19:16:00,2017-02-05 19:55:00,0:39
UAL438,A319,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 19:22:00,2017-02-05 20:12:00,0:50
BTQ616,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSVC,Grant County,"Silver City, NM",2017-02-05 19:22:00,2017-02-05 20:15:00,0:53
AAL2568,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 19:30:00,2017-02-05 19:52:00,1:22
DAL1225,MD90,KATL,Hartsfield-Jackson Intl,"Atlanta, GA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 19:42:00,2017-02-05 20:39:00,2:57
ASH5905,CRJ9,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 20:09:00,2017-02-05 20:56:00,0:46
PWA350,CL35,KVNY,Van Nuys,"Van Nuys, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 20:10:00,2017-02-05 22:31:00,1:20
SWA2833,B733,KHOU,William P Hobby,"Houston, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 20:17:00,2017-02-05 21:07:00,1:50
JBU65,A320,KJFK,John F Kennedy Intl,"New York, NY",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 20:19:00,2017-02-05 22:43:00,4:24
SKW3520,CRJ7,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 20:33:00,2017-02-05 21:44:00,1:11
SWA3846,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDAL,Dallas Love Fld,"Dallas, TX",2017-02-05 20:41:00,2017-02-05 22:55:00,1:14
AAY363,MD80,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAX,Los Angeles Intl,"Los Angeles, CA",2017-02-05 20:58:00,2017-02-05 21:40:00,1:42
BLK1,BE30,KROW,Roswell Air Center,"Roswell, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 21:01:00,2017-02-05 21:44:00,0:43
CTA571,PC12,KLAS,Harry Reid Intl,"Las Vegas, NV",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 21:12:00,2017-02-05 23:54:00,1:42
N571PC,PC12,KLAS,Harry Reid Intl,"Las Vegas, NV",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 21:13:00,2017-02-05 23:54:00,1:41
BTQ615,PC12,KSVC,Grant County,"Silver City, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 21:33:00,2017-02-05 22:13:00,0:40
SKW5521,CRJ7,KIAH,Houston Bush Int'ctl,"Houston, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 21:34:00,2017-02-05 22:28:00,1:54
CPZ6014,E75L,KLAX,Los Angeles Intl,"Los Angeles, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 21:57:00,2017-02-06 00:19:00,1:22
AAL2610,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 22:07:00,2017-02-05 22:34:00,1:27
ASH5911,CRJ9,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-05 23:34:00,2017-02-06 00:17:00,0:42
JBU66,A320,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KJFK,John F Kennedy Intl,"New York, NY",2017-02-06 00:02:00,2017-02-06 05:30:00,3:28
BLK2,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KGUP,Gallup Muni,"Gallup, NM",2017-02-06 03:11:00,2017-02-06 03:43:00,0:32
AAL2611,B738,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-06 05:04:00,2017-02-06 07:19:00,1:15
SKW3551,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-06 06:02:00,2017-02-06 07:27:00,1:25
SKW5348,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-06 06:04:00,2017-02-06 07:27:00,2:22
SWA1820,B738,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 06:06:00,2017-02-06 07:04:00,0:58
CPZ6066,E75L,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAX,Los Angeles Intl,"Los Angeles, CA",2017-02-06 06:10:00,2017-02-06 07:07:00,1:57
BTQ612,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSVC,Grant County,"Silver City, NM",2017-02-06 06:11:00,2017-02-06 06:58:00,0:47
SWA203,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDAL,Dallas Love Fld,"Dallas, TX",2017-02-06 06:14:00,2017-02-06 08:34:00,1:19
DAL1995,MD90,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",2017-02-06 06:24:00,2017-02-06 10:58:00,2:34
ASH5930,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 06:30:00,2017-02-06 07:29:00,0:59
SWA1118,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 06:37:00,2017-02-06 07:19:00,0:42
N364E,BE36,L 34.44800 -114.10370,"Lake Havasu City, AZ","Lake Havasu City, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 06:41:00,2017-02-06 08:37:00,1:55
SWA1111,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-06 06:42:00,2017-02-06 07:40:00,0:58
BTQ611,PC12,KSVC,Grant County,"Silver City, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 06:43:00,2017-02-06 07:27:00,0:44
BLK3,BE9L,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KATS,Artesia Muni,"Artesia, NM",2017-02-06 06:45:00,2017-02-06 09:16:00,2:30
SWA103,B737,KDAL,Dallas Love Fld,"Dallas, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 06:49:00,2017-02-06 07:16:00,1:27
N757NM,,L 35.48306 -106.25806,"Santa Fe, NM","Santa Fe, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 06:49:00,,n/a
N14QA,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 34.96860 -106.94600,"Albuquerque, NM","Albuquerque, NM",2017-02-06 06:54:00,,n/a
AMF1351,PA31,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 06:56:00,2017-02-06 08:21:00,1:24
SWA718,B733,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KHOU,William P Hobby,"Houston, TX",2017-02-06 06:57:00,2017-02-06 09:42:00,1:45
ASH5976,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-06 06:59:00,2017-02-06 09:27:00,1:28
SWA1561,B733,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 07:07:00,2017-02-06 08:07:00,1:00
SWA192,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KOAK,Metro Oakland Intl,"Oakland, CA",2017-02-06 07:08:00,2017-02-06 08:37:00,2:28
ASH5738,CRJ9,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 07:11:00,2017-02-06 07:35:00,1:24
UAL382,A319,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-06 07:30:00,2017-02-06 08:27:00,0:57
SWA3333,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAX,Los Angeles Intl,"Los Angeles, CA",2017-02-06 07:42:00,2017-02-06 08:44:00,2:02
LOF4780,E145,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 08:05:00,2017-02-06 09:05:00,1:00
BTQ654,PC12,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KCNM,Cavern City Air Trml,"Carlsbad, NM",2017-02-06 08:06:00,2017-02-06 08:56:00,0:50
SWA554,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSAN,San Diego Intl,"San Diego, CA",2017-02-06 08:08:00,2017-02-06 08:54:00,1:46
AAL1282,B738,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-06 08:14:00,2017-02-06 10:28:00,1:14
SWA1894,B738,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KBWI,Baltimore/Washington Intl,"Baltimore, MD",2017-02-06 08:17:00,2017-02-06 13:26:00,3:09
ASH6225,E170,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KIAH,Houston Bush Int'ctl,"Houston, TX",2017-02-06 08:18:00,2017-02-06 10:57:00,1:39
SWA103,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KMDW,Chicago Midway Intl,"Chicago, IL",2017-02-06 08:27:00,2017-02-06 11:38:00,2:11
BLK2,PC12,KZUN,,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 08:28:00,2017-02-06 01:52:00,0:23
N359S,,L 35.30472 -106.51139,"Albuquerque, NM","Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 08:34:00,,n/a
SWA416,B737,KLAX,Los Angeles Intl,"Los Angeles, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 08:41:00,2017-02-06 11:02:00,1:21
N80866,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 35.00030 -106.63700,"Albuquerque, NM","Albuquerque, NM",2017-02-06 08:42:00,,n/a
SWA1123,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 08:46:00,2017-02-06 09:29:00,0:43
ASH5956,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 08:47:00,2017-02-06 09:59:00,1:12
SWA1730,B737,KOAK,Metro Oakland Intl,"Oakland, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 08:50:00,2017-02-06 11:34:00,1:44
SWA1838,B737,KMDW,Chicago Midway Intl,"Chicago, IL",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 08:51:00,2017-02-06 10:39:00,2:48
GJS4525,CRJ7,KORD,Chicago O'Hare Intl,"Chicago, IL",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 09:02:00,2017-02-06 10:44:00,2:42
SWA1675,B733,KHOU,William P Hobby,"Houston, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 09:05:00,2017-02-06 09:59:00,1:54
CPZ6064,E75L,KLAX,Los Angeles Intl,"Los Angeles, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 09:06:00,2017-02-06 11:27:00,1:21
N512AR,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 09:08:00,2017-02-06 12:38:00,3:29
SWA6,B737,KDAL,Dallas Love Fld,"Dallas, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 09:33:00,2017-02-06 10:01:00,1:28
SKW4462,CRJ  ,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 09:37:00,2017-02-06 10:53:00,1:16
AAL2214,MD80,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 09:37:00,2017-02-06 10:04:00,1:27
SWA1390,B733,KLAS,Harry Reid Intl,"Las Vegas, NV",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 09:39:00,2017-02-06 11:43:00,1:03
ASQ4452,E135,KIAH,Houston Bush Int'ctl,"Houston, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 09:41:00,2017-02-06 10:34:00,1:53
N73938,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 09:47:00,2017-02-06 10:55:00,1:08
N9305B,,L 34.68861 -106.69667,"Belen, NM","Belen, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 09:49:00,,n/a
LOF4799,E145,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-06 09:53:00,2017-02-06 10:58:00,1:05
N8244J,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 35.40170 -106.26700,"Santa Fe, NM","Santa Fe, NM",2017-02-06 10:04:00,,n/a
N442RY,R44,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 10:06:00,2017-02-06 10:57:00,0:51
ASH5937,CRJ9,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 10:07:00,2017-02-06 10:50:00,0:43
N2,C56X,L 35.16806 -108.76850,"Zuni, NM","Zuni, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 10:10:00,2017-02-06 12:45:00,2:35
N552HV,C560,KDZB,Horseshoe Bay Resort,"Horseshoe Bay, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 10:11:00,2017-02-06 10:48:00,1:36
SWA198,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 10:14:00,2017-02-06 11:16:00,1:02
SWA1703,B737,KSAN,San Diego Intl,"San Diego, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 10:19:00,2017-02-06 12:36:00,1:17
ENY3513,CRJ7,KORD,Chicago O'Hare Intl,"Chicago, IL",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 10:33:00,2017-02-06 12:16:00,2:43
BLK4,BE9L,E91,Chinle Muni,"Chinle, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 10:49:00,2017-02-06 11:29:00,0:40
SWA1675,B733,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KMCI,Kansas City Intl,"Kansas City, MO",2017-02-06 10:57:00,2017-02-06 13:30:00,1:33
SWA6,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-06 11:01:00,2017-02-06 11:22:00,1:21
AAL2214,MD80,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-06 11:05:00,2017-02-06 13:22:00,1:17
N80866,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 11:07:00,2017-02-06 11:55:00,0:48
N7887N,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 11:09:00,2017-02-06 12:14:00,1:05
N331AR,DHC6,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KELP,El Paso Intl,"El Paso, TX",2017-02-06 11:10:00,2017-02-06 13:03:00,1:52
DAL1781,MD90,KATL,Hartsfield-Jackson Intl,"Atlanta, GA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 11:10:00,2017-02-06 12:05:00,2:55
SKW5448,CRJ7,KSFO,San Francisco Int'l,"San Francisco, CA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 11:11:00,2017-02-06 13:54:00,1:43
SWA732,B737,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 11:16:00,2017-02-06 12:09:00,0:53
ASH5752,CRJ9,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 11:20:00,2017-02-06 11:52:00,1:32
LOF4601,E145,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 11:31:00,2017-02-06 12:29:00,0:58
ASQ3888,E135,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KIAH,Houston Bush Int'ctl,"Houston, TX",2017-02-06 11:32:00,2017-02-06 14:05:00,1:33
SWA1838,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDAL,Dallas Love Fld,"Dallas, TX",2017-02-06 11:32:00,2017-02-06 13:50:00,1:18
ASH5937,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-06 11:50:00,2017-02-06 14:03:00,1:13
N73938,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 11:55:00,2017-02-06 12:41:00,0:45
N442RY,R44,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 11:58:00,2017-02-06 12:55:00,0:57
SKW4462,CRJ  ,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-06 12:01:00,2017-02-06 13:28:00,1:27
BLK5,BE9L,KRQE,Window Rock,"Window Rock, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 12:06:00,2017-02-06 12:34:00,0:28
GJS4524,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KORD,Chicago O'Hare Intl,"Chicago, IL",2017-02-06 12:07:00,2017-02-06 15:15:00,2:08
SWA416,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KHOU,William P Hobby,"Houston, TX",2017-02-06 12:12:00,2017-02-06 14:47:00,1:35
MNU751,CRJ7,KDEN,Denver Intl,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 12:15:00,2017-02-06 13:09:00,0:53
N207RT,C25C,KAPA,Centennial,"Denver, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 12:17:00,2017-02-06 13:12:00,0:55
SWA4904,B733,KMCI,Kansas City Intl,"Kansas City, MO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 12:20:00,2017-02-06 13:13:00,1:53
N9160X,PA46,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 12:24:00,2017-02-06 13:58:00,1:33
CPZ6064,E75L,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAX,Los Angeles Intl,"Los Angeles, CA",2017-02-06 12:30:00,2017-02-06 13:30:00,2:00
BTQ565,PC12,KALS,San Luis Valley Rgnl,"Alamosa, CO",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 12:34:00,2017-02-06 13:19:00,0:44
SWA1712,B733,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 12:34:00,2017-02-06 13:48:00,1:14
SWA1730,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-06 12:36:00,2017-02-06 13:27:00,0:51
ASH5752,CRJ9,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-06 12:38:00,2017-02-06 13:53:00,1:15
ASA794,B738,KSEA,Seattle-Tacoma Intl,"Seattle, WA",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 12:42:00,2017-02-06 15:59:00,2:17
LOF4787,E145,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDEN,Denver Intl,"Denver, CO",2017-02-06 13:11:00,2017-02-06 14:06:00,0:55
SWA732,B737,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-06 13:13:00,2017-02-06 13:36:00,1:22
BLK6,PC12,L 32.85471 -97.14512,"Dallas-Fort Worth, TX","Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 13:17:00,,n/a
N1281K,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 34.76750 -106.69700,"Belen, NM","Belen, NM",2017-02-06 13:26:00,,n/a
AAL2511,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 13:29:00,2017-02-06 13:55:00,1:26
DAL1781,MD90,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",2017-02-06 13:29:00,2017-02-06 18:03:00,2:34
ENY3513,CRJ7,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KORD,Chicago O'Hare Intl,"Chicago, IL",2017-02-06 13:35:00,2017-02-06 16:43:00,2:08
SWA4904,B733,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDAL,Dallas Love Fld,"Dallas, TX",2017-02-06 14:02:00,2017-02-06 16:21:00,1:19
AMF1268,BE99,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KCNM,Cavern City Air Trml,"Carlsbad, NM",2017-02-06 14:06:00,2017-02-06 15:04:00,0:58
N174AV,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",L 32.61160 -104.28400,"Carlsbad, NM","Carlsbad, NM",2017-02-06 14:06:00,,n/a
N80866,,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 14:06:00,2017-02-06 14:44:00,0:37
AMF1882,BE99,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KHOB,Lea County Rgnl,"Hobbs, NM",2017-02-06 14:09:00,2017-02-06 15:11:00,1:02
N73938,,L 35.00444 -106.63611,"Albuquerque, NM","Albuquerque, NM",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",2017-02-06 14:09:00,,n/a
