Ident,Type,Origin,Origin Name,Origin City,Destination,Destination Name,Destination City,Departure Time,Arrival Time,Enroute
N1815L,BE58,KSNA,John Wayne,"Santa Ana, CA",KCHD,Chandler Muni,"Chandler, AZ",2017-02-11 10:06:00,2017-02-11 12:36:00,1:29
AAL2399,B738,KSNA,John Wayne,"Santa Ana, CA",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-11 10:12:00,2017-02-11 11:59:00,0:47
N246M,RV9,KSNA,John Wayne,"Santa Ana, CA",KTOA,Zamperini Fld,"Torrance, CA",2017-02-11 10:14:00,2017-02-11 10:32:00,0:18
DAL1757,B752,KATL,Hartsfield-Jackson Intl,"Atlanta, GA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 10:18:00,2017-02-11 11:42:00,4:24
N555DQ,TBM8,KSNA,John Wayne,"Santa Ana, CA",KCXP,Carson City,"Carson City, NV",2017-02-11 10:22:00,2017-02-11 11:40:00,1:17
SWA2187,B737,KSNA,John Wayne,"Santa Ana, CA",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-11 10:24:00,2017-02-11 12:13:00,0:48
AAL1232,B738,KORD,Chicago O'Hare Intl,"Chicago, IL",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 10:25:00,2017-02-11 12:29:00,4:04
DAL1813,B712,KSNA,John Wayne,"Santa Ana, CA",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-11 10:26:00,2017-02-11 12:41:00,1:15
RSP684,E50P,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 10:28:00,2017-02-11 11:23:00,0:55
SWA956,B737,KSMF,Sacramento Intl,"Sacramento, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 10:30:00,2017-02-11 11:40:00,1:10
ASA214,B738,KSNA,John Wayne,"Santa Ana, CA",MMSD,Los Cabos Int'l,"Los Cabos, Baja California Sur",2017-02-11 10:32:00,2017-02-11 13:30:00,1:58
BLK123,B407,KSMO,Santa Monica Muni,"Santa Monica, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 10:33:00,2017-02-11 10:57:00,0:23
UAL3,A319,KORD,Chicago O'Hare Intl,"Chicago, IL",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 10:35:00,2017-02-11 12:40:00,4:05
N400TJ,CL60,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 10:36:00,2017-02-11 11:27:00,0:50
EJA269,F2TH,KTRM,Jacqueline Cochran Rgnl,"Thermal, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 10:38:00,2017-02-11 11:06:00,0:28
N3AL,,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 10:43:00,,n/a
BLK33,C510,KSNA,John Wayne,"Santa Ana, CA",KSDL,Scottsdale,"Scottsdale, AZ",2017-02-11 10:44:00,2017-02-11 12:43:00,0:59
SKW5809,E170,KSNA,John Wayne,"Santa Ana, CA",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-11 10:45:00,2017-02-11 11:48:00,1:02
N550EC,BE20,KSNA,John Wayne,"Santa Ana, CA",2O3,Angwin-Parrett Fld,"Angwin, CA",2017-02-11 10:47:00,2017-02-11 12:14:00,1:26
SWA1988,B737,KSNA,John Wayne,"Santa Ana, CA",KSJC,San Jose Int'l,"San Jose, CA",2017-02-11 10:49:00,2017-02-11 11:43:00,0:54
QXE2251,DH8D,KRNO,Reno/Tahoe Intl,"Reno, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 10:50:00,2017-02-11 12:16:00,1:26
N185SD,,KSNA,John Wayne,"Santa Ana, CA",L 33.46445 -117.68360,"Santa Ana, CA","Santa Ana, CA",2017-02-11 10:56:00,2017-02-11 11:09:00,0:12
SWA5925,B737,KSNA,John Wayne,"Santa Ana, CA",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-11 11:00:00,2017-02-11 11:37:00,0:37
N143AL,,L 33.66667 -117.73333,"Santa Ana, CA","Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 11:01:00,2017-02-11 11:08:00,0:07
N186E,AC90,KSNA,John Wayne,"Santa Ana, CA",KSUN,Friedman Meml,"Hailey, ID",2017-02-11 11:01:00,2017-02-11 14:15:00,2:13
N246M,RV9,KTOA,Zamperini Fld,"Torrance, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 11:02:00,2017-02-11 11:51:00,0:49
BLK124,C525,KBUR,Bob Hope,"Burbank, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 11:03:00,2017-02-11 11:31:00,0:28
SWA2242,B737,KSNA,John Wayne,"Santa Ana, CA",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-11 11:07:00,2017-02-11 12:58:00,0:51
N871BA,GLEX ,KSNA,John Wayne,"Santa Ana, CA",KTEB,Teterboro,"Teterboro, NJ",2017-02-11 11:08:00,2017-02-11 18:03:00,3:54
WJA1754,B736,CYVR,Vancouver Int'l,"Vancouver, British Columbia",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 11:08:00,2017-02-11 13:42:00,2:34
EJA303,E55P,KSNA,John Wayne,"Santa Ana, CA",KLVK,Livermore Muni,"Livermore, CA",2017-02-11 11:09:00,2017-02-11 12:10:00,1:01
AAL1456,B738,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 11:10:00,2017-02-11 11:10:00,0:59
SWA5147,B737,KOAK,Metro Oakland Intl,"Oakland, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 11:11:00,2017-02-11 12:18:00,1:07
AAL1560,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 11:15:00,2017-02-11 12:11:00,2:56
N9219T,PA46,KFAT,Fresno Yosemite Intl,"Fresno, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 11:17:00,2017-02-11 12:43:00,1:26
AAL2193,B738,KSNA,John Wayne,"Santa Ana, CA",KORD,Chicago O'Hare Intl,"Chicago, IL",2017-02-11 11:25:00,2017-02-11 16:33:00,3:08
BLK10,BE40,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 11:29:00,2017-02-11 11:33:00,1:03
DAL1603,B712,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 11:36:00,2017-02-11 12:14:00,1:38
N943RB,PA46,KSNA,John Wayne,"Santa Ana, CA",KFAT,Fresno Yosemite Intl,"Fresno, CA",2017-02-11 11:36:00,2017-02-11 12:56:00,1:20
SWA4910,B737,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 11:37:00,2017-02-11 12:22:00,0:44
CPZ5811,E170,KSEA,Seattle-Tacoma Intl,"Seattle, WA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 11:37:00,2017-02-11 13:49:00,2:11
SKW5326,CRJ7,KDEN,Denver Intl,"Denver, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 11:41:00,2017-02-11 12:59:00,2:18
BLK124,C525,KSNA,John Wayne,"Santa Ana, CA",KBUR,Bob Hope,"Burbank, CA",2017-02-11 11:54:00,2017-02-11 12:16:00,0:22
N185SD,,L 33.46077 -117.68678,"Santa Ana, CA","Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 11:55:00,2017-02-11 12:12:00,0:17
ASA501,B738,KSNA,John Wayne,"Santa Ana, CA",KSEA,Seattle-Tacoma Intl,"Seattle, WA",2017-02-11 11:55:00,2017-02-11 14:19:00,2:24
SWA2438,B737,KSNA,John Wayne,"Santa Ana, CA",KDEN,Denver Intl,"Denver, CO",2017-02-11 11:57:00,2017-02-11 14:32:00,1:35
N348ME,C172,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 11:59:00,2017-02-11 12:03:00,0:04
WCC24,B350,KVGT,North Las Vegas,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 12:00:00,2017-02-11 13:00:00,1:00
N25LZ,C25A,KSNA,John Wayne,"Santa Ana, CA",KSBA,Santa Barbara Muni,"Santa Barbara, CA",2017-02-11 12:01:00,2017-02-11 12:33:00,0:32
OPT370,E55P,KSNA,John Wayne,"Santa Ana, CA",KAPC,Napa County,"Napa, CA",2017-02-11 12:02:00,2017-02-11 13:11:00,1:09
SWA3196,B737,KSNA,John Wayne,"Santa Ana, CA",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-11 12:07:00,2017-02-11 12:45:00,0:38
AAL1456,B738,KSNA,John Wayne,"Santa Ana, CA",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-11 12:13:00,2017-02-11 16:29:00,2:16
N48RC,SR22,KSBA,Santa Barbara Muni,"Santa Barbara, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 12:14:00,2017-02-11 13:07:00,0:53
N7533P,PA24,KSNA,John Wayne,"Santa Ana, CA",KCRQ,McClellan-Palomar,"Carlsbad, CA",2017-02-11 12:18:00,2017-02-11 12:47:00,0:29
FFT264,A320,KSNA,John Wayne,"Santa Ana, CA",KDEN,Denver Intl,"Denver, CO",2017-02-11 12:27:00,2017-02-11 15:06:00,1:39
SWA1106,B737,KSMF,Sacramento Intl,"Sacramento, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 12:27:00,2017-02-11 13:38:00,1:11
BLK122,GALX ,KEWR,Newark Liberty Intl,"Newark, NJ",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 12:28:00,2017-02-11 15:36:00,6:08
N143AL,,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 12:29:00,2017-02-11 13:58:00,1:29
ASA500,B738,KSEA,Seattle-Tacoma Intl,"Seattle, WA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 12:31:00,2017-02-11 14:38:00,2:07
SWA956,B737,KSNA,John Wayne,"Santa Ana, CA",KHOU,William P Hobby,"Houston, TX",2017-02-11 12:32:00,2017-02-11 17:17:00,2:44
SWA2524,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 12:35:00,2017-02-11 12:32:00,0:57
N4126A,R44,L 33.75568 -117.85000,"Santa Ana, CA","Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 12:38:00,2017-02-13 21:07:00,Unknown
AAL1599,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 12:40:00,2017-02-11 13:32:00,2:51
N971TA,C172,KSNA,John Wayne,"Santa Ana, CA",KTOA,Zamperini Fld,"Torrance, CA",2017-02-11 12:47:00,2017-02-11 13:01:00,0:14
N22YY,LEG2,KSNA,John Wayne,"Santa Ana, CA",KSBA,Santa Barbara Muni,"Santa Barbara, CA",2017-02-11 12:52:00,2017-02-11 13:29:00,0:37
N2KB,BE36,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 12:57:00,,n/a
EJA903,C750,KHII,Lake Havasu City,"Lake Havasu City, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 13:00:00,2017-02-11 12:48:00,0:48
QXE2312,DH8D,KSNA,John Wayne,"Santa Ana, CA",KSTS,Schulz-Sonoma County,"Santa Rosa, CA",2017-02-11 13:00:00,2017-02-11 14:16:00,1:16
AAL1278,B738,KSNA,John Wayne,"Santa Ana, CA",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-11 13:03:00,2017-02-11 17:31:00,2:27
DAL1757,B752,KSNA,John Wayne,"Santa Ana, CA",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",2017-02-11 13:04:00,2017-02-11 19:35:00,3:31
EJA896,H25B,KSNA,John Wayne,"Santa Ana, CA",KHII,Lake Havasu City,"Lake Havasu City, AZ",2017-02-11 13:08:00,2017-02-11 14:42:00,0:34
SWA5148,B737,KSNA,John Wayne,"Santa Ana, CA",KSMF,Sacramento Intl,"Sacramento, CA",2017-02-11 13:10:00,2017-02-11 14:13:00,1:03
SWA4801,B737,KDEN,Denver Intl,"Denver, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 13:11:00,2017-02-11 14:26:00,2:15
SWA5749,B737,KSNA,John Wayne,"Santa Ana, CA",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-11 13:12:00,2017-02-11 14:13:00,1:01
SWA1728,B737,KOAK,Metro Oakland Intl,"Oakland, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 13:16:00,2017-02-11 14:23:00,1:06
BLK125,GLF4,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 13:21:00,2017-02-11 14:08:00,0:47
UAL3,A320,KSNA,John Wayne,"Santa Ana, CA",KIAH,Houston Bush Int'ctl,"Houston, TX",2017-02-11 13:22:00,2017-02-11 18:04:00,2:42
SWA3258,B737,KSNA,John Wayne,"Santa Ana, CA",KOAK,Metro Oakland Intl,"Oakland, CA",2017-02-11 13:24:00,2017-02-11 14:22:00,0:58
N340CP,C340,KRDD,Redding Muni,"Redding, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 13:25:00,2017-02-11 15:57:00,2:31
AAL1168,B738,KSNA,John Wayne,"Santa Ana, CA",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-11 13:27:00,2017-02-11 15:19:00,0:52
N3WJ,BE55,KCCB,Cable,"Upland, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 13:27:00,2017-02-11 13:42:00,0:15
N875DB,BE58,KSMO,Santa Monica Muni,"Santa Monica, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 13:29:00,2017-02-11 13:55:00,0:25
DAL1603,B712,KSNA,John Wayne,"Santa Ana, CA",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-11 13:31:00,2017-02-11 15:48:00,1:17
EJA903,C750,KSNA,John Wayne,"Santa Ana, CA",KPSP,Palm Springs Intl,"Palm Springs, CA",2017-02-11 13:34:00,2017-02-11 13:57:00,0:23
N185SD,,KSNA,John Wayne,"Santa Ana, CA",L 33.56223 -117.75080,"Santa Ana, CA","Santa Ana, CA",2017-02-11 13:39:00,2017-02-11 13:56:00,0:16
UAL1832,A319,KSNA,John Wayne,"Santa Ana, CA",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-11 13:41:00,2017-02-11 14:42:00,1:01
SWA2231,B737,KSNA,John Wayne,"Santa Ana, CA",KSJC,San Jose Int'l,"San Jose, CA",2017-02-11 13:43:00,2017-02-11 14:38:00,0:54
N43XX,,KFUL,Fullerton Muni,"Fullerton, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 13:44:00,2017-02-11 15:34:00,1:50
SKW5640,CRJ7,KSNA,John Wayne,"Santa Ana, CA",KDEN,Denver Intl,"Denver, CO",2017-02-11 13:46:00,2017-02-11 16:27:00,1:41
SKW5790,E170,KSFO,San Francisco Int'l,"San Francisco, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 13:48:00,2017-02-11 14:58:00,1:10
N513SB,,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 13:51:00,2017-02-11 14:45:00,0:53
DAL2093,A319,KMSP,Minneapolis/St Paul Intl,"Minneapolis, MN",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 13:51:00,2017-02-11 15:52:00,4:01
BLK126,C56X,KSNA,John Wayne,"Santa Ana, CA",KLAX,Los Angeles Intl,"Los Angeles, CA",2017-02-11 13:55:00,2017-02-11 14:11:00,0:16
N788KB,C172,KLVK,Livermore Muni,"Livermore, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:00:00,2017-02-11 17:06:00,3:06
SWA625,B737,MMSD,Los Cabos Int'l,"Los Cabos, Baja California Sur",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:06:00,2017-02-11 15:11:00,2:05
QXE2313,DH8D,KSTS,Schulz-Sonoma County,"Santa Rosa, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:06:00,2017-02-11 15:38:00,1:31
N9382M,M20P,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:10:00,2017-02-11 14:28:00,0:18
N49WC,B350,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:16:00,2017-02-11 15:16:00,0:59
WCC49,B350,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:16:00,2017-02-11 15:15:00,0:59
BLK52,C56X,KSBP,San Luis County Rgnl,"San Luis Obispo, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:21:00,2017-02-11 15:06:00,0:45
N7533P,PA24,KCNO,Chino,"Chino, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:22:00,2017-02-11 14:34:00,0:12
SWA1297,B737,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:24:00,2017-02-11 14:18:00,0:53
N858LD,PA32,KAPV,Apple Valley,"Apple Valley, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:29:00,2017-02-11 15:01:00,0:31
AAL1599,B738,KSNA,John Wayne,"Santa Ana, CA",KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",2017-02-11 14:33:00,2017-02-11 18:55:00,2:22
SWA2690,B737,KDAL,Dallas Love Fld,"Dallas, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:36:00,2017-02-11 15:41:00,3:05
BLK127,BE40,KSNA,John Wayne,"Santa Ana, CA",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-11 14:36:00,2017-02-11 15:25:00,0:49
N756AL,C82R,KSNA,John Wayne,"Santa Ana, CA",KCNO,Chino,"Chino, CA",2017-02-11 14:37:00,2017-02-11 14:49:00,0:11
BLK123,B407,KSNA,John Wayne,"Santa Ana, CA",KSMO,Santa Monica Muni,"Santa Monica, CA",2017-02-11 14:39:00,2017-02-11 15:04:00,0:24
WJA1755,B736,KSNA,John Wayne,"Santa Ana, CA",CYVR,Vancouver Int'l,"Vancouver, British Columbia",2017-02-11 14:42:00,2017-02-11 17:25:00,2:43
SWA781,B737,MMPR,Lic. Gustavo Diaz Ordaz Int'l,"Puerto Vallarta, Jalisco",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:42:00,2017-02-11 15:22:00,2:40
ASA215,B738,MMSD,Los Cabos Int'l,"Los Cabos, Baja California Sur",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:49:00,2017-02-11 15:53:00,2:04
AAL1119,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:51:00,2017-02-11 15:42:00,2:51
N971TA,C172,KTOA,Zamperini Fld,"Torrance, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:52:00,2017-02-11 15:21:00,0:29
N185SD,,L 33.56188 -117.74720,"Santa Ana, CA","Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:57:00,2017-02-11 15:07:00,0:10
UAL1943,A320,KIAH,Houston Bush Int'ctl,"Houston, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 14:59:00,2017-02-11 16:02:00,3:03
N67431,C152,KLGB,Daugherty Field,"Long Beach, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 15:00:00,2017-02-11 15:26:00,0:26
N158WC,BE58,KFAT,Fresno Yosemite Intl,"Fresno, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 15:02:00,2017-02-11 16:27:00,1:25
CPZ5811,E170,KSNA,John Wayne,"Santa Ana, CA",KSEA,Seattle-Tacoma Intl,"Seattle, WA",2017-02-11 15:07:00,2017-02-11 17:41:00,2:33
SWA48,B737,KLAS,Harry Reid Intl,"Las Vegas, NV",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 15:08:00,2017-02-11 15:59:00,0:51
SWA1297,B737,KSNA,John Wayne,"Santa Ana, CA",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-11 15:09:00,2017-02-11 16:23:00,1:14
SWA1728,B737,KSNA,John Wayne,"Santa Ana, CA",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-11 15:10:00,2017-02-11 17:05:00,0:55
N48RC,SR22,KSNA,John Wayne,"Santa Ana, CA",KSBA,Santa Barbara Muni,"Santa Barbara, CA",2017-02-11 15:11:00,2017-02-11 15:55:00,0:43
SWA1998,B737,KSNA,John Wayne,"Santa Ana, CA",KDEN,Denver Intl,"Denver, CO",2017-02-11 15:14:00,2017-02-11 17:52:00,1:38
AAL2548,B738,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 15:15:00,2017-02-11 15:12:00,0:57
SWA1551,B737,KSNA,John Wayne,"Santa Ana, CA",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-11 15:16:00,2017-02-11 16:06:00,0:50
N143AL,,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 15:19:00,2017-02-11 17:06:00,1:47
N2439D,C182,KCMA,Camarillo,"Camarillo, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 15:24:00,2017-02-11 16:21:00,0:57
AAL2676,B738,KDFW,Dallas-Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 15:32:00,2017-02-11 16:18:00,2:46
DAL262,B712,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 15:38:00,2017-02-11 16:23:00,1:45
CPZ5818,E170,KSEA,Seattle-Tacoma Intl,"Seattle, WA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 15:40:00,2017-02-11 17:47:00,2:07
N105TL,C182,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 15:41:00,2017-02-11 16:03:00,0:21
N67431,C152,KSNA,John Wayne,"Santa Ana, CA",KHHR,Hawthorne Municipal ,"Hawthorne, CA",2017-02-11 15:42:00,2017-02-11 16:12:00,0:30
N594CD,SR20,KSNA,John Wayne,"Santa Ana, CA",KMYF,Montgomery-Gibbs Exec,"San Diego, CA",2017-02-11 15:45:00,2017-02-11 16:27:00,0:42
EJA832,H25B,KSDL,Scottsdale,"Scottsdale, AZ",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 15:49:00,2017-02-11 15:48:00,0:58
SWA5538,B737,KSJC,San Jose Int'l,"San Jose, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 15:49:00,2017-02-11 16:51:00,1:02
BLK125,GLF4,KSNA,John Wayne,"Santa Ana, CA",KHND,Henderson Exec,"Las Vegas, NV",2017-02-11 15:50:00,2017-02-11 16:39:00,0:49
ASA507,B738,KSNA,John Wayne,"Santa Ana, CA",KSEA,Seattle-Tacoma Intl,"Seattle, WA",2017-02-11 15:55:00,2017-02-11 18:23:00,2:27
N52364,,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 15:58:00,2017-02-11 16:22:00,0:24
ASA592,B737,KPDX,Portland Intl,"Portland, OR",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 16:01:00,2017-02-11 18:01:00,2:00
N28618,AA5,KMHV,Mojave Air & Space Port/Rutan Fld,"Mojave, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 16:07:00,2017-02-11 16:56:00,0:49
N22YY,LEG2,KCMA,Camarillo,"Camarillo, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 16:11:00,2017-02-11 16:43:00,0:31
N554TA,,L 33.65000 -117.90000,"Santa Ana, CA","Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 16:15:00,,n/a
QXE2700,DH8D,KSNA,John Wayne,"Santa Ana, CA",KRNO,Reno/Tahoe Intl,"Reno, NV",2017-02-11 16:26:00,2017-02-11 17:41:00,1:15
SWA2690,B737,KSNA,John Wayne,"Santa Ana, CA",KSJC,San Jose Int'l,"San Jose, CA",2017-02-11 16:29:00,2017-02-11 17:25:00,0:55
EJA617,C56X,KAPC,Napa County,"Napa, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 16:34:00,2017-02-11 17:42:00,1:08
N907SL,,KSNA,John Wayne,"Santa Ana, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 16:34:00,,n/a
UAL1281,A320,KSFO,San Francisco Int'l,"San Francisco, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 16:38:00,2017-02-11 17:44:00,1:06
N340CP,C340,KSNA,John Wayne,"Santa Ana, CA",KRDD,Redding Muni,"Redding, CA",2017-02-11 16:38:00,2017-02-11 19:12:00,2:33
AAL1494,B738,KSNA,John Wayne,"Santa Ana, CA",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",2017-02-11 16:40:00,2017-02-11 18:34:00,0:54
SWA1211,B737,KSNA,John Wayne,"Santa Ana, CA",KLAS,Harry Reid Intl,"Las Vegas, NV",2017-02-11 16:49:00,2017-02-11 17:30:00,0:41
SWA48,B737,KSNA,John Wayne,"Santa Ana, CA",KOAK,Metro Oakland Intl,"Oakland, CA",2017-02-11 16:52:00,2017-02-11 17:52:00,1:00
ASA528,B738,KSEA,Seattle-Tacoma Intl,"Seattle, WA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 16:58:00,2017-02-11 19:20:00,2:22
BLK52,C56X,KSNA,John Wayne,"Santa Ana, CA",KPDX,Portland Intl,"Portland, OR",2017-02-11 16:59:00,2017-02-11 19:12:00,2:13
N3WJ,BE55,KSNA,John Wayne,"Santa Ana, CA",KSDL,Scottsdale,"Scottsdale, AZ",2017-02-11 17:01:00,2017-02-11 19:54:00,1:53
N756AL,C82R,KCNO,Chino,"Chino, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 17:04:00,2017-02-11 17:22:00,0:17
UAL501,A320,KSNA,John Wayne,"Santa Ana, CA",KSFO,San Francisco Int'l,"San Francisco, CA",2017-02-11 17:06:00,2017-02-11 18:07:00,1:01
SWA2363,B737,KSFO,San Francisco Int'l,"San Francisco, CA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 17:13:00,2017-02-11 18:17:00,1:04
FFT265,A319,KDEN,Denver Intl,"Denver, CO",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 17:13:00,2017-02-11 18:32:00,2:19
BLK44,GLF4,KTEB,Teterboro,"Teterboro, NJ",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 17:14:00,2017-02-11 20:16:00,6:02
DAL2459,B752,KATL,Hartsfield-Jackson Intl,"Atlanta, GA",KSNA,John Wayne,"Santa Ana, CA",2017-02-11 17:15:00,2017-02-11 18:39:00,4:24
DAL262,B712,KSNA,John Wayne,"Santa Ana, CA",KSLC,Salt Lake City Intl,"Salt Lake City, UT",2017-02-11 17:20:00,2017-02-11 19:37:00,1:17
